id redação,id prompt,redação,Sintaxe,Desvios,nota,Tema,Tipologia,Conclusão,Repertório,Pertinencia,Uso produtivo?,nota,Direção,Projeto de Texto,"Informações, fatos e opiniões",Contradição,nota,Elementos coesivos,Repetições,Inadequações,Monobloco?,nota,Direitos humanos,Aderência,Elementos,Condicional,nota
73.html,autismo-desafios-para-a-inclusao,"['A série ""Atypical"" conta a história de Sam, um garoto autista que por meio da ajuda de amigos e familiares, tenta levar sua vida normalmente enfrentando o preconceito e as dificuldades da sua condição. Fora da ficção, entretanto, a estigmatização dos transtornos mentais na sociedade, impede que os acometidos desfrutem de uma vida normal. Nesse contexto, observa-se um problema que tem como causas a falta de conhecimento e a lacuna de representatividade. ', 'Dessa forma, em primeira análise, a lacuna educacional é um desafio presente no problema. Djamila Ribeiro explica que não podemos combater algo que não tem nome. No entanto, não é a falta de nomenclatura e sim a ignorância social que atrasa o diagnóstico e interfere na inclusão social . Logo, as famílias devem se informar sobre as doenças mentais e procurar o tratamento adequado. ', 'Em paralelo, o individualismo é um entrave que tange ao problema. Segundo o sociólogo Zygmunt Bauman, ""Os excluídos graças à internet, podem derrubar a supremacia"". Todavia, a sociedade atual está muito individualista e preconceituosa, utilizando as mídias de massa para propagar discursos de ódio. Dessa maneira, os grupos minoritários, como os acometidos por doenças mentais, encontram-se marginalizados socialmente. ', 'De acordo com Bauman, o Estado não consegue garantir os direitos sociais básicos, oferecendo cada vez menos aos cidadãos. Portanto, medidas são necessárias para resolver o impasse. Por fim, o Ministério da Saúde deve promover políticas públicas para o tratamento e diagnóstico do autismo, através de debates e campanhas para conscientizar principalmente as famílias. Ademais, a mídia deve impulsionar a busca de informações sobre os transtornos mentais com postagens educativas, promovendo a aceitação social. Espera-se dessa forma, que mais ""Sams"" consigam levar suas vidas normalmente.']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença constante de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
86.html,autismo-desafios-para-a-inclusao,"['De acordo com o Centro de Controle e Prevenção de Doenças, uma em cada 54 crianças que nascem no mundo vai receber o diagnóstico de TEA (Transtorno do Espectro Autista), caracterizado por problemas na comunicação, socialização e no comportamento dos acometidos por ele. Nesse contexto, no cenário nacional atual, a inclusão é um grande desafio para os portadores dessa doença. Isso ocorre em razão do estigma associado à síndrome e, também pela desinformação acerca do tema. ', 'Primeiramente, convém ressaltar a participação do preconceito no revés. A respeito disso, o filme ""O contador"" narra a história de Christian Wolff, diagnosticado com TEA, contudo, isso não o impediu de se tornar um dos melhores contadores de sua cidade, mostrando a todos que sua diferença não o limitou. No entanto, uma considerável parte da sociedade exclui os autistas do convívio social, alegando que tais não possuem capacidade intelectual para frequentar determinados ambientes, ou ainda, que deveriam conviver apenas com pessoas semelhantes a elas, fato evidenciado em episódios, nos quais houve a restrição da entrada deles em certos lugares. Logo esse estigma torna-se uma forma hedionda de discriminação. ', 'Ademais, a escassez de informações dificulta, demasiadamente, o processo de inclusão dos portadores de TEA. Acerca disso, segundo o ilustre professor e escritor André De Rose, ""O que mais matou pessoas na era da informação, foi a desinformação"". Sob essa ótica, de acordo com o escritor, a ignorância é uma das principais responsáveis por situações desastrosas, esse sentido, ela é um empecilho para as famílias com autistas, pois elas não sabem onde recorrer na busca do melhor tratamento para essa síndrome, o que prejudica o desenvolvimento de seus portadores. ', 'Portanto, é de suma importância que o Ministério da Saúde, em parceria com a Abratel (Associação Brasileira de Rádio e Televisão), oriente a população sobre o que é TEA, por meio de vídeos explicativos, exibidos em horário nobre na televisão, a fim de diminuir o preconceito e a desinformação acerca do tema, além de aumentar, consequentemente, a inserção de pessoas com autismo na sociedade. Assim as desigualdades e estigmas relacionados ao assunto no Brasil não serão barreiras para o desenvolvimento de tais. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença regular de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
10.html,o-estigma-associado-as-doencas-mentais-na-sociedade-brasileira,"['No documentário ""O dilema das redes"" , a personagem Isla é vítima de críticas feitas em sua postagem em uma rede social, o que deixa a garota perplexada com sua aparência. Fora da ficção, a realidade brasileira não é diferente, visto que muitas pessoas, principalmente jovens são criticados nas redes sociais, deixando cicatrizes à sua saúde mental. Dessa forma, a homogenização da sociedade e a negligência governamental e familiar agravam o problema. ', ' Em primeira análise, é válido destacar a padronização imposta nas redes sociais, como forma de fazer parte de um grupo. Segundo o filósofo Emille Durkhein, em seu livro ""O suicídio"", afirma que as doenças psiquiátricas não são uma questão individual e sim social, ou seja o indivíduo é afetado pelo meio em que vive. Durante a pandemia do Covid-19, onde a população intensificou o uso das redes sociais, indivíduos que passaram a ter problemas com a saúde mental aumentou, visto que a internet foi o maior meio de comunicação e expressão. ', ' Ademais, destaca-se a negligência governamental em não disponibilizar recursos em escolas, além da negligência familiar ao denotar os transtornos mentais como frescuras. A falta de profissionais, como psicólogos nas escolas, faz com que muitos adolescentes entrem em quadros mais graves de depressão, chegando ao suicídio, sendo esse a segunda maior causa de mortes entre os jovens no Brasil. ', ' Infere-se, portanto, que medidas são necessárias para amenizar os impactos causados a saúde metal. Cabe ao governo federal em prceria com as escolas disponibilizar recursos financeiros para contratação de psicólogos nas instituições de ensino, por meio de propostas legislativas, além de conscientizar pais e alunos, por meio de palestras, no qual seja explicado a seriedade dos problemas mentais. A fim de minimizar a quantidade de brasileiros que sofrem com doenças psiquiátricas. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
101.html,o-estigma-associado-as-doencas-mentais-na-sociedade-brasileira,"['No filme ´´Coringa``(2019), Arthur, personagem principal que sofre de transtornos psicológicos, afirma: ´´O ruim de ter uma doença mental é que a sociedade quer que você aja como se não a tivesse``. Fora da ficção, é evidente que, em contexto nacional, os doentes mentais, além de sofrerem com um atendimento público de saúde precário, também lidam diariamente com o preconceito social. ', 'Primeiramente, é válido citar que o SUS (Sistema Único de Saúde) não trata as doenças mentais como algo de extrema urgência. É por isso que, defronte de medicamentos caros, uma quantidade massiva da população acaba desenvolvendo transtornos graves como a depressão, que,se não tratada, pode levar ao suicídio -terceira maior casa de mortes não-controláveis no país . Portanto, pode-se concluir que é preciso um tratamento mais acessível e eficiente nas unidades públicas de saúde. ', 'Em segundo plano, é de suma importância ressaltar a concepção errônea da sociedade para com os doentes mentais. Ou seja, levadas pela ideia de que um sujeito deve estar sempre feliz, as pessoas o julgam como ´´preguiçoso``, ou até mesmo alegam que sua doença não passa de vitimismo. A partir do pensamento de Voltaire, o qual define preconceito como ´´opinião sem conhecimento``, torna-se evidente que esse atos preconceituosos são resultado da falta de conhecimento acerca dos transtornos psicológicos que assolam cerca de 11,5 milhões de brasileiros. ', 'Nessa perspectiva, portanto, torna-se evidente que melhorias no atendimento púbico e medidas contra a discriminação devem ser tomadas. Logo, é dever do governo investir em profissionais e medicamentos mais capacitados para o tratamento e promover palestras educacionais nas escolas, a fim de que os doentes mentais procurem ajuda. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença regular de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,3 elementos válidos,Não possui estrutura condicional,3
17.html,o-estigma-associado-as-doencas-mentais-na-sociedade-brasileira,"['Segundo dados da Organização Mundial da Saúde, atualmente o Brasil lidera o ranking mundial de transtornos mentais, tendo 18 milhões de pessoas com ansiedade e 11,5 milhões com depressão. Tais dados revelam-se como produtos do estilo de vida da sociedade atual, que está cada vez mais individualista e mais pautada na competição e na liquidez das relações interpessoais, o que vai de acordo com o resultado que 322 milhões de pessoas vivem com depressão em todo planeta. ', 'As causas estão ligadas com o ambiente virtual quando usado excessivamente, pode provocar frustrações, transtornos de autoimagem, pressões e uma alienação da realidade. Isso se deve ao fato da internet mostrar apenas aquilo que aparenta ser o ideal e o perfeito, o que conduz os usuários a seguirem esses moldes por acharem que assim serão plenamente felizes. No entanto, esses tópicos estão distantes da realidade de qualquer ser humano normal, e assim, a busca pela felicidade dentro desses parâmetros serão inalcançáveis. ', 'A busca pelo lucro e por bons resultados, seja no ambiente educacional, quanto no profissional, condiciona diversas pessoas a ultrapassarem seus limites emocionais a fim de cumprirem com suas metas diárias. Além disso, em um sistema meritocrático, marcado pela competitividade, converte esses fatores em pressão e adoecimento. A pandemia do Covid-19 que hoje assola o mundo, fez o planeta parar, desacelerar e cada um cuidar de sua vida. Um ano de isolamento social e cada um com sua experiência fará um novo caminho para cuidar melhor da saúde mental e física. ', 'A pandemia mostrou a humanidade que não é preciso de muito dinheiro para viver. Que a ganância do homem está acabando com o Planeta. E que é de urgência parar com a devastação da Terra. Cuidar da natureza, dos mares, dos rios, da fauna e da flora. E principalmente cuidar do ser humano! Com carinho, acolhimento e amor. Só um ser humano pode salvar outro ser humano. Que a bondade seja compartilhada todos os dias no mundo. Se a tristeza é uma doença a alegria e a cura. Basta de ser maquina, volte a ser humano.']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Repertório baseado nos textos motivadores,Pertinente ao tema,Com uso improdutivo,3,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença regular de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,1 elemento válido,Não possui estrutura condicional,1
19.html,o-estigma-associado-as-doencas-mentais-na-sociedade-brasileira,"['Em Dados divulgados pela OMS mostram que 11,5 milhões de brasileiros têm depressão. Em uma sociedade que visa de forma antagônica pessoas com algum transtorno mental, vê-se um problema que expõe as vísceras, uma falta de conhecimento populacional e uma falta de debate sobre a problemática que cria raízes no mundo pós-moderno. Que precisa ser revertida de forma eficaz. ', 'Em primeira análise, uma falta de debate se torna uma das tangentes do estigma associado aos transtornos mentais visto o silenciamento por parte das mídias e do governo sobre as doenças mentais que causam grande desequilíbrio social e econômico . Atingindo milhões de pessoas no mundo; em frase célebre o pensador Foucault diz o seguinte sobre o silenciamento de questões socias: ""Na sociedade Pós-moderna, temas são silenciados para que estruturas de poder sejam mantidas. Nesse ponto de vista, se há algo, mídia ou governo, que está lucrando com a imagem de perfeita de influenciador emocionalmente estruturado, não há porque haver debate, já que está gerando lucro. Dificultando ainda mais a resolução do problema. ', 'Além disso, uma sociedade sem conhecimento dos problemas que lhe afligem, está fadada ao fracasso. A falta de conhecimento populacional é uma causa que contribui com o preconceito aos transtornos mentais, visto que não há uma campanha eficaz que, vise desarticular uma sociedade preconceituosa. Nesse sentido, na teoria da percepção do estado da sociedade, de Émile Durkheim, sociólogo francês, abrangem-se duas divisões: ""normal e patológico"". Seguindo essa linha de pensamento, observa-se que um ambiente patológico, em crise, rompe com o seu desenvolvimento, visto que um sistema desigual não favorece o progresso coletivo. ', 'Depreende-se, portanto, a relevância da importância da saúde mental e da normalização dos transtornos mentais, como algo comum ao ser humano. Para isso, é preciso que o Estado proporcione rodas de debate, usando a mídia como meio de propagação, com a presença de psicólogos, psicanalistas e professores. Os eventos ocorreram por meio de lives. Além disso, o meio educacional deverá trazer o preconceito associado aos transtornos mentais para a sala de aula, por intermédio de debates e palestras, na área das Ciências Humanas, como forma de esclarecimento populacional. Assim, haverá um ambiente estável que visa a desmistificação dos transtornos mentais, normalizando pessoas com essas condições. ']",Sintaxe regular,Alguns desvios,3,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença constante de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
28.html,o-estigma-associado-as-doencas-mentais-na-sociedade-brasileira,"['O estigma associado às doenças mentais é um problema presente na sociedade brasileira e deve ser pautada com extrema importância. Nas redes sociais, surge o termo “cultura do cancelamento”, que exclui e puni o indivíduo da sociedade devido a um erro cometido, com objetivo de criar uma desconstrução social. Nesse sentido, o julgamento gera opressão e problemas mentais por conta da enorme cobrança da “cultura”, afetando a saúde. Diante dessa perspectiva, faz-se necessário a análise dos fatores que favorecem esse quadro como: ausência de medidas de apoio e a dificuldade de interação social. ', 'Em primeiro lugar, deve-se ressaltar a ausência de medidas governamentais para combater o estigma, evidenciando que essas pessoas se encontram como grupo não pertencente ao “padrão normal”. Logo, a sociedade com sua falta de informação e o governo oferecendo tratamentos precários para os que sofrem de ansiedade, depressão, transtorno bipolar, entre outros, são a causa desse problema. Em conjuntura, segundo as ideias do filósofo John Locke, configura-se como uma violação do “Contrato social”, já que o Estado não cumpre sua função de garantir que os cidadãos desfrutem de direitos indispensáveis como saúde e igualdade, o que é infelizmente evidente no país. ', 'Consequentemente, há uma dificuldade de interação social, pelo fato da desconsideração na existência das doenças mentais por parte de muitos. Outro fato é que no mundo virtual, existe uma comparação, que causa um mal afetando a saúde mental da sociedade por um todo. Segundo dados da Organização Mundial da Saúde (OMS), dentre os países da América Latina o Brasil é o mais depressivo. Diante de tal exposto, vale destacar que o suicídio é uma das consequências causados pelo mal da sociedade a esse grupo. Logo, é inadmissível que esse cenário continue a se perdurar.', 'Por tanto, é mister que o Estado tome providências para amenizar o quadro atual para a diminuição das doenças mentais, onde o mesmo deve oferecer tratamentos eficientes, com psicólogos e psiquiatras por meio de consultas e grupos de apoio oferecidos tanto nos consultórios médicos como nas escolas e ambiente de trabalho. Além de, gerar campanhas informativas e conscientes na internet sobre as doenças. Somente assim, será possível dar um fim ao estigma social e ajudar a população brasileira. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
41.html,o-estigma-associado-as-doencas-mentais-na-sociedade-brasileira,"['A cultura brasileira é considerada por muitos como a mais feliz do mundo, por causa do futebol, carnaval e outros estereótipos. Porém, essa felicidade não é geral entre a população, pois segundo a Organização Mundial da Saúde (OMS), destaca que o Brasil é o país mais depressivo da América Latina. Nesse contexto, as pessoas doutrinadas pela cultura imposta e considerada ideal, ignoram que transtornos mentais de infelicidade não existem no país, o que acaba gerando descaso com quem possui a saúde mental defasada. Assim sendo, necessário debater acerca destas duas realidades opostas. ', 'Em primeiro lugar, define-se como ignorantes, pessoas que se privam de conhecer assuntos e informações importantes para a vida, como exemplo, o conhecimentos das leis da Constituição impostos à população. Nesse sentido, é evidente que uma grande parte dos brasileiros são ignorantes, pelo simples fato de não conhecerem ou reconhecerem que transtornos mentais, como a depressão, crises existenciais, não são considerados relevantes para essa parcela da nação, sendo assim, havendo a omissão ao tema. Dessa forma, os que reconhecem o assunto, sofrem pressão ao tentar informa sobre a importância da saúde mental, assim, prevalecendo a ignorância. ', 'Ademais, as pessoas que sofrem de transtornos mentais, não são incentivadas a procurarem ajudas profissionais como as clínicas psiquiátricas, além de desabafar com alguém, devido a consideração da depressão e outros transtornos mentais, como “frescura”. Assim, portanto, quem possui sintomas de uma má saúde mental, se sente encurralado e sem ajuda perante a consciência moral da sociedade brasileira. ', 'Tendo em vista os aspectos observados, a ignorância sobre o tema saúde mental, prevalece fortemente no Brasil, além da imprecisão desta atitude em resolver está problemática. Portanto, o governo como representante da nação, deve destinar verbas a campanhas de publicidades informativas acerca da importância da saúde mental, além disso, estimular os Ministérios da Educação e Cultura no desenvolvimento de projetos que tratam do tema “saúde mental”, com o objetivo de alertar e incentivar a população a serem mais críticas e não ignorantes sobre as informações. Sendo assim, gradualmente o Brasil se rebaixará no ranking do país mais depressivo da América Latina. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença regular de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,5 elementos válidos,Não possui estrutura condicional,5
55.html,o-estigma-associado-as-doencas-mentais-na-sociedade-brasileira,"['O filme ""Cisne Negro"", de Darren Aronofsky, retrata a história de uma bailarina que, perante a pressão de interpretar duas protagonistas em um grande espetáculo musical, arrisca a própria vida ao ignorar os sinais de doença mental que a acomete. Fora da ficção, a banalização dos transtornos mentais, tanto pelos afetados por estes quanto por terceiros, é um problema crescente que se agrava, principalmente, devido à falta de conhecimento acerca do assunto e à disseminação de um ideal de “vida perfeita”, sobretudo, na internet. ', 'Em primeiro plano, é necessário destacar como a visão alheia acerca das doenças mentais é danosa para os afetados por estas. De acordo com Edith Eger, psiquiatra e sobrevivente dos campos de concentração nazistas, a negligência sofrida por muitos judeus que apresentaram quadros de depressão após a guerra foi crucial para o agravamento da doença e para o atraso no tratamento desta. Da mesma forma, sobre o pensamento de que tais transtornos não necessitam do auxílio profissional para serem curados, muitas famílias contribuem com a piora do quadro clínico de entes queridos, afetando negativamente a qualidade de vida dos mesmos. ', 'Em segundo lugar, urge a análise do impacto das redes sociais no aumento da estigmatização das doenças mentais. Segundo os sociólogos Adorno e Horkheimer, a indústria cultural capitalista promoveu um cenário onde tudo, até mesmo estilos de vida, está sujeito à mercantilização. Observa-se a evolução de tal conceito com o apogeu da internet e a acentuação de um comportamento onde milhares de pessoas que, visando vender a própria imagem, passam a divulgar, no meio digital, uma vivência aparentemente bem-sucedida e livre de problemas. Consequentemente, essa exibição de um falso ideal de perfeição leva muitos usuários a subestimar e ignorar as próprias dificuldades, motivados a encontrar a ""felicidade absoluta"".', 'Sob esse viés, é mister que o Estado tome providências para abrandar a situação. Primeiramente, é preciso que o governo federal, em parceria com a mídia, divulgue, por meio da televisão e da internet, campanhas de conscientização acerca dos perigos das redes sociais, a fim de que as falsas concepções propagadas pelas mesmas sejam desmistificadas entre os usuários. Além disso, o Ministério da Educação (MEC) deve promover, nas escolas e em locais públicos, cartilhas e cartazes que visem explicar a seriedade das doenças mentais à sociedade, incentivando a busca por tratamento psicológico adequado para os acometidos por estas. Só assim, o mundo retratado por Aronofsky poderá ser apenas fictício. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,5 elementos válidos,Não possui estrutura condicional,5
66.html,o-estigma-associado-as-doencas-mentais-na-sociedade-brasileira,"['No filme ""Palavras nas Paredes dos Banheiros"", Adam, um adolescente estudante do ensino médio, descobre após um surto psicótico que possui esquizofrenia, um distúrbio mental que causa alucinações desestabilizantes. Por causa disso, é forçado a trocar constantemente de escola em decorrência do bullying e da exclusão que sofria por parte de alunos e professores por possuir tal condição. Mesmo se passando nos Estados Unidos, o filme serve de espelho para a situação de milhões de brasileiros em posições semelhantes ao do protagonista. ', 'Sob esse viés, pode-se notar a forte psicofobia no país. Caracterizada como uma antipatia e aversão a portadores de doenças mentais, é um conjunto de micro agressões extremamente naturalizada e disseminada no Brasil, o que contribuindo para a segregação desse grupo. Essa hostilidade envolta do debate sobre saúde mental está fortemente interligada à sociedade patriarcal, a qual promove uma série de mitos sociais que reforçam a ideia de ""homens de verdade"" os quais não possuem sentimentos ou fraquezas. O resultado deste tipo de ""senso comum"" é a falta de desenvolvimento pessoal e emocional por parte dos afetados, resultando um encapsulamento de emoções negativas, fazendo-os buscarem conforto em atividades insalutíferas, tais como drogas e bebidas alcoólicas. Segundo a OMS (Organização Mundial da Saúde), o número de mulheres que sofrem com depressão é 30% maior do que os dos homens, no entanto, a taxa de suicídio entre o sexo masculino é mais de 70%, por serem menos prováveis de procurarem ajuda médica e temerem o julgamento social. ', 'Em resumo, essa degradação gerada pela sociedade apenas favorece a marginalização das próprias pessoas que a compõe. Conclui-se, portanto, que as medidas necessárias para diminuir os impactos do estigma associado às doenças mentais na sociedade brasileira, seja a produção de programas audiovisuais (filmes, comerciais, novelas etc), por serem mais acessíveis pela população em geral. Sendo de responsabilidade da Ancine (Agência Nacional de Cinema) em conjunto com o Ministério da Saúde, desenvolverem projetos de incentivação à procura de tratamento médico e ser assim um começo para normalização dos transtornos psicológicos na sociedade. ']",Sintaxe regular,Poucos desvios,3,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,3 elementos válidos,Não possui estrutura condicional,3
84.html,o-estigma-associado-as-doencas-mentais-na-sociedade-brasileira,"['No filme ""Se Enlouquecer, Não Se Apaixone"", o protagonista passa por problemas mentais que ele não conhece, e resolve ir em busca de ajuda, logo, descobre que está com depressão. Fora da ficção, essa cena é persistente e estigmatizada na realidade brasileira, porém, pelas pessoas acreditarem que é frescura ,não procuram ajuda e não sabem lidar. Isso deve-se a criação de um ambiente não real nas redes sociais e negligência estatal. ', 'Em primeira análise, o descuido por parte das autoridades públicas com a saúde mental dos brasileiros, é prejudicial. Segundo a OMS (Organização Mundial da Saúde), em 2017,uma média de quase 12 milhões de brasilianos, têm depressão. Isso explica o quanto é necessário que o Estado intervenha a solucionar doenças mentais que afetam a maioria dos cidadãos. O governo deve-se preocupar, pois, não só os atuais empregados, mas também os futuros trabalhadores (que são os estudantes) podem ter ou tem problema mental, consequentemente, gerando óbices administrativos e financeiros. ', 'Além disso, a popularidade nas redes sociais mostram uma face cruel do que é verdadeiro. Muitos digitais influencers postam o que eles querem que as pessoas vejam, por isso o público é influenciado por algo inexistente, como a perfeição, lenvando a graves transtornos mentais com problemas de enfrentar as dificuldades da vida cotidiana. ', 'Fica evidente, portanto, que o estigma, na sociedade brasileira, associado a doenças mentais, deve ser combatido. Urge que o Ministério da Educação (MEC) construa, por meio da mídia, televisão e instituições de ensino, campanhas publicitárias, afim de que promovam consciência em procurar ajuda, como também, reforçar a importância do programa CVV (Centro de Valorização a Vida), e um projeto de acompanhamento terapêutico gratuito através do SUS (Sistema Único de Saúde). Assim, o estigma de doenças mentais no Brasil, será, a médio e longo prazo, superado.']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença constante de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
24.html,o-suicidio-entre-os-jovens-como-resolver-esse-problema,"['Os jovens atualmente estão se deparando com vários desafios tais como os sociais , com o próprio corpo e até mesmo com os estudos. Esses problemas acabam deixando-os muito tristes e solitários levando-os a tomar decisões preciptadas, é o caso de recorrerem ao suicídio. ', 'A adolescência é o período de descobrimento pessoal e é no mesmo estágio que eles se deparam com muitas dúvidas e inseguranças, algumas vezes por não se sentirem enquadrados nos padrões que a sociedade impõem e por diversas ocasiões terminam desprezando o próprio corpo pelos mesmos motivos. ', 'Outras dificuldades a qual a juventude pode encontrar é com a escola, pois, é nesse lugar que os mesmos ficam pensando em melhora e no futuro acham-se ansiosos, também cansados, estando esgotados emocionalmente, logo, prejudicados psicologicamente interferindo de forma negativa na vida dos estudantes. ', 'Hoje, para tentar diminuir as taxas de suicídio o Ministério da Saúde promove o o setembro amarelo, que são campanhas de prevenção e conscientização para o completo corpo social que ocorre durante todo o mês referente. ', 'Esse contratempo pode ser resolvido com coneversas, tanto com profissionais da área quanto com amigos e familiares. O Ministério da Saúde juntamente com o Ministério da Educação deveriam promover, não apenas no mês de setembro mas durante todo o ano, campanhas em escolas já que é nesse ambiente onde se tem maior consentração de jovens para conscientizar da importância da vida e de como resolver os seus problemas pessoais. Os professores deveriam receber capacitações para também saber lidar com essas situações.', 'Desse modo, fazer a juventude entender o quanto viver é importante e que desistir nunca é a melhor opção e que os problemas sempre irão existir mas que cabe a cada um saber como passar por eles. Então, tentar para que assim haja a diminuição do suicídio entre os jovens no Brasil. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Duas partes embrionárias,Conclusão é finalizada,Repertório baseado nos textos motivadores,Pertinente ao tema,Com uso improdutivo,2,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença regular de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
